"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads";"Quantidade Seguidores"
"Prefeitura Municipal de Fortaleza";"Escola de Governo 2022";"Eventos realizados pela Escola de Governo do IMPARH.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Especificação Geral sobre Feeds de Transporte Público (GTFS)";"Informações sobre horários de transporte público e informações geográficas associadas no formato GTFS. Referente ao mês 003/2025";"etufor,gps,gtfs,transporte público,ônibus";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Estacionamentos Rotativos em Fortaleza (Zona Azul)";"Estacionamentos Rotativos em Fortaleza (Zona Azul)";"Zona Azul Fortaleza";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Estacionamentos_de_bicicleta";"Estacionamentos_de_bicicleta, ""Localização dos estacionamentos de bicicletas, com informações dos tipos e números de vagas, em formato geojson.""";"bicicleta,estacionamentos";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Estações Bicicletar";"Estacoes_bicicletar,""Localização das estações do sistema de bicicletas compartilhadas de Fortaleza, em formato geojson.""";"Estações,bicicletar";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Estoque de Empregos e Vínculos Empregatícios nos Bairros de Fortaleza";"Total de estabelecimentos e estoques de empregos por bairro de Fortaleza .";"economia,governo";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Estrutura Organizacional PMF";"Estrutura Organizacional da PMF";"";"4";"1";"0";"0"
"Prefeitura Municipal de Fortaleza";"Estrutura organizacional PMF";"Dados da Estrutura organizacional da Prefeitura Municipal de Fortaleza,";"";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Execução IPEM 07/2023";"Execução IPEM 07/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Execução Ipem 01/2023";"Execução Ipem 01/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Execução Ipem 02/2023";"Execução Ipem 02/2023 ";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Execução Ipem 03/2023";"Execução Ipem 03/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Execução Ipem 04/2023";"Execução Ipem 04/2023";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Execução Ipem 05/2023";"Execução Ipem 05/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Execução Ipem 06/2023";"Execução Ipem 06/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Execução Ipem 08/2023";"Execução Ipem 08/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Faixa em X";"Também conhecida como “faixa em X”, a faixa em diagonal evita que pedestres façam duas travessias para acessar o outro lado de uma via nos cruzamentos semaforizados. A intervenção aumenta a segurança de quem anda a pé, reduzindo o tempo de travessia em até 60%.";"faixa em x";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Fiscalização Eletrônica";"Arquivo com o parque de Fiscalização Eletrônica na cidade de Fortaleza-CE no formato .geojson";"Fiscalização Eletrônica";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"Fluxo de Empregos das Capitais";"Fluxo de empregos das capitais brasileiras";"economia,governo";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"Fração do Lote";"Delimitação dos parâmetros de Fração do Lote segundo a legislação vigente.";"fração,lote,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Frota de Ônibus Fortaleza - 02/2015";"Este conjunto de dados contém informações da frota de ônibus (Placa, Chassi, Ano de fabricação, ...) das empresas de Transporte Público Municipal. Mês de referência: 02/2015.";"frota,transporte público,ônibus";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Frota de Ônibus Fortaleza - 04/2015";"Este conjunto de dados contém informações da frota de ônibus (Placa, Chassi, Ano de fabricação, ...) das empresas de Transporte Público Municipal. Mês de referência: 04/2015.";"frota,transporte público,ônibus";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Frota de Ônibus Fortaleza - 06/2014";"Este conjunto de dados contém informações da frota de ônibus (Placa, Chassi, Ano de fabricação, ...) das empresas de Transporte Público Municipal. Mês de referência: 06/2014.";"frota,transporte público,ônibus";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Gestão da Orla";"Delimitação da Gestão da Orla de Fortaleza.";"gestao,orla,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Horário de Funcionamento do Comércio Varejista e Atacadista (Lei Nº 10.635/2017)";"Horário de Funcionamento do Comércio Varejista e Atacadista (Lei Nº 10.635/2017)";"comercio,horario";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"IDCONSELHO 2016";"INDICADOR DESENVOLVIMENTO CONSELHO";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCONSELHO 2019";"INDICADOR DESENVOLVIMENTO CONSELHO";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCONSELHO 2020";"INDICADOR DESENVOLVIMENTO CONSELHO";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCONSELHO 2021";"INDICADOR DESENVOLVIMENTO CONSELHO";"Assistência Social,Direitos Humanos e Cidadania";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCRAS 2016";"IDCRAS 2016";"Assistência Social,Direitos Humanos e Cidadania";"4";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCRAS 2017";"IDCRAS 2017";"Assistência Social,Direitos Humanos e Cidadania";"5";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCRAS 2018";"IDCRAS 2018";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCRAS 2019";"IDCRAS 2019";"Assistência Social,Direitos Humanos e Cidadania";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCRAS 2020";"IDCRAS 2020";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCRAS 2021";"IDCRAS 2021";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"IDCRAS 2022";"INDICADOR DESENVOLVIMENTO CRAS";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"8";"0"
"Prefeitura Municipal de Fortaleza";"IDCREAS 2016";"IDCREAS 2016";"Assistência Social,Direitos Humanos e Cidadania";"5";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCREAS 2017";"IDCREAS 2017";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCREAS 2018";"IDCREAS 2018";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCREAS 2019";"IDCREAS 2019";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCREAS 2020";"IDCREAS 2020";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDCREAS 2021";"IDCREAS 2021";"Assistência Social,Direitos Humanos e Cidadania";"3";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IDH por Bairro";"Índice de Desenvolvimento Humano (IDH) por bairro.";"economia,governo";"1";"0";"26";"0"
"Prefeitura Municipal de Fortaleza";"INDICADORES IJF 2024";"Indicadores definidos de acordo com o Plano de Dados Abertos do Hospital Dr. José Frota";"IJF,cirurgias,emergência,internações";"11";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"IPM - Perícia Médica";"A Perícia Médica atende aos servidores do município de Fortaleza. São vários os serviços oferecidos pela Perícia Médica do IPM, como: avaliação da aptidão dos candidatos ao ingresso no Serviço Público Municipal; concessão de licença médica nos termos da legislação específica; fornecimento de laudo de aposentadoria por invalidez; realização de visita domiciliar, hospitalar e institucional, médica e social; entre outros serviços.";"laudos periciais,licença médica,perícia médica,procedimentos";"1";"0";"14";"0"
"Prefeitura Municipal de Fortaleza";"IPM - Previdência dos servidores municipais (Previfor)";"Aposentadorias e pensões do Instituto de Previdência do Município de Fortaleza concedidas em 2013 e 2014.";"aposentadoria,ipm,pensões,previdência,previfor";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Imposto Predial e Territorial Urbano (IPTU)";"Dados do cadastro fiscal imobiliário relativos ao IPTU, contendo informações sobre os imóveis.";"economia,governo";"1";"0";"27";"0"
"Prefeitura Municipal de Fortaleza";"Imposto sobre Transmissão de Bens Imóveis (ITBI)";"Relação de transações imobiliárias com recolhimento de ITBI, contendo a geolocalização e características dos imóveis e informações sobre as operações.";"economia,governo";"1";"0";"16";"0"
"Prefeitura Municipal de Fortaleza";"Indicador Sintético Final do Programa Previne Brasil";"O objetivo deste relatório é apresentar o resultado dos Indicadores de Desempenho e do Indicador Sintético Final (ISF) que subsidiam o pagamento por desempenho das equipes Saúde da Família e Atenção Primária à Saúde pelo Programa Previne Brasil (em consonância com as regras definidas para cada indicador). Assim, o relatório apresenta os dados de denominadores informados, denominadores estimados, denominadores utilizados, numeradores, percentuais de alcance dos indicadores, notas ponderadas e o Índice Sintético Final. Todos os numeradores e denominadores informados são calculados com base em dados exclusivamente do SISAB, considerando as regras estabelecidas nas Notas Técnicas dos Indicadores e seus documentos complementares.";"saúde";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"Indicadores Educacionais das Áreas de Ponderação de Fortaleza";"Índice de desenvolvimento educacional dos bairros de Fortaleza";"economia,governo";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Indicadores IJF 2022";"Indicadores IJF 2022";"atendimentos,atendimentos realizados,cirurgias,internações";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Indicadores IJF 2023";"Indicadores IJF 2023";"atendimentos,atendimentos realizados,cirurgias,internações";"12";"0";"18";"0"
"Prefeitura Municipal de Fortaleza";"Indicadores de Cidades Inteligentes - TELECO";"Lista com descrições de indicadores de cidades inteligentes, de acordo com o ranking publicado pela TELECO (https://www.teleco.com.br/).";"cidades inteligentes,ranking,smart cities";"3";"0";"17";"0"
"Prefeitura Municipal de Fortaleza";"Indicadores de Desempenho do Programa Previne Brasil";"O relatório apresenta os resultados dos indicadores avaliados no componente de desempenho no programa de financiamento da Atenção Primária à Saúde (Previne Brasil).";"saúde";"1";"0";"15";"0"
"Prefeitura Municipal de Fortaleza";"Indicadores de Produção das UAPS - 2023";"Indicadores de Produção das UAPS referente ao período de janeiro à outubro de 2023";"saúde";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Indicadores de Produção dos Hospitais/UPA";"Indicadores de Produção dos Hospitais/UPA ";"saúde";"22";"0";"13";"0"
"Prefeitura Municipal de Fortaleza";"Informação Servidores PMF";"Informação Servidores PMF";"ativos,inativos,pensionistas,pmf,remuneração,servidores";"24";"1";"47";"0"
"Prefeitura Municipal de Fortaleza";"Informações Básicas (SIM) - 2014";"Este conjunto de dados contem informações da documentação básica (Sistema de Informações Municipais) - ref. 2014";"governo";"3";"0";"6";"0"
"Prefeitura Municipal de Fortaleza";"Informações cadastrais das UAPS";"Relação das UAPS com informações sobre a geolocalização, serviços período de funcionamento.";"saúde";"2";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Informações cadastrais dos Hospitais";"Relação dos Hospitais com informações sobre a geolocalização, serviços período de funcionamento";"saúde";"1";"0";"29";"0"
"Prefeitura Municipal de Fortaleza";"Informações de Diárias dos Servidores do GABVICE - 2022";"Informações de Diárias dos Servidores do GABVICE no ano de 2022.";"2022,diarias,servidores";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Informações de Rotas de Ônibus - Ref. 03/2015";"Informações de Rotas de Ônibus - Referência de março/2015";"pontos de controle,rotas";"4";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Infraestrutura Urbana de Fortaleza";"Infraestrutura Urbana";"economia,governo";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Inscrições Juventude Digital - 2023";"Relatório de Inscrições do Juventude Digital (JD) de 2023.  Os CPFs dos inscritos estão anonimizados.";"inscricoes,jd,juventude digital";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Intervenções em Recursos Hídricos - Fortaleza 2040";"Intervenção dos recursos hídricos no Fortaleza - Fortaleza 2040";"civil,defesa,hídricos,recursos";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Investimentos Fundema";"Localização de projetos viabilizados com recursos do Fundo de Defesa do Meio Ambiente - Fundema.";"fundema,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"LISTA DE PRESENÇA DA REUNIÃO DE ABRIL - GTI 2023";"Lista de presença da Reunião de abril do Grupo Técnico Intersetorial da Primeira Infância - GTI do ano de 2023.";"Primeira Infância";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"LISTA DE PRESENÇA DA REUNIÃO DE FEVEREIRO - GTI 2023";"Lista de presença da Reunião de fevereiro do Grupo Técnico Intersetorial da Primeira Infância - GTI do ano de 2023.";"Primeira Infância";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"LISTA DE PRESENÇA DA REUNIÃO DE JANEIRO - GTI 2023";"Lista de presença da Reunião de janeiro do GTI do ano de 2023.";"Primeira Infância";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"LISTA DE PRESENÇA DA REUNIÃO DE JULHO - GTI 2023";"Lista de presença da Reunião de julho do Grupo Técnico Intersetorial da Primeira Infância - GTI do ano de 2023.";"Primeira Infância";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"LISTA DE PRESENÇA DA REUNIÃO DE JUNHO - GTI 2023";"Lista de presença da Reunião de junho do Grupo Técnico Intersetorial da Primeira Infância - GTI do ano de 2023.";"Primeira Infância";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"LISTA DE PRESENÇA DA REUNIÃO DE MAIO - GTI 2023";"Lista de presença da Reunião de maio do Grupo Técnico Intersetorial da Primeira Infância - GTI do ano de 2023.";"Primeira Infância";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"LISTA DE PRESENÇA DA REUNIÃO DE MARÇO - GTI 2023";"Lista de presença da Reunião de março do Grupo Técnico Intersetorial da Primeira Infância - GTI do ano de 2023.";"Primeira Infância";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Lei Orçamentária Anual 2023_Volume1";"Lei Orçamentária Anual 2023_volume 1";"2023,gestão,loa,orçamento,planejamento,pmf";"4";"0";"10";"0"
"Prefeitura Municipal de Fortaleza";"Lei de Diretrizes Orçamentárias - LDO";"Lei de Diretrizes Orçamentárias - LDO";"";"3";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Licitações Corporativas de TIC";"Licitações Corporativas de TIC";"gestão,planejamento,pmf,tic";"2";"0";"5";"0"
"Prefeitura Municipal de Fortaleza";"Licitações corporativas de  TIC";"Licitações corporativas de Tecnologia da Informação e Comunicação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Limite Municipal de Fortaleza";"A camada apresenta o limite municipal de Fortaleza definido pelo Anexo I do art. 1º da Lei Nº 16.821, 09 de janeiro de 2019.";"economia,governo";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Limite municipal";"Delimitação do município de Fortaleza.";"fortaleza,limite,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Limpeza Pública - Coleta Domiciliar por Turnos";"Corresponde à espacialização da coleta domiciliar nas diversas localidades de Fortaleza. De acordo com o turno da coleta (diurno ou noturno).";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Limpeza Pública - Ecopontos";"Os Ecopontos são espaços adequados para o descarte correto de pequenas proporções de entulho, restos de poda, móveis e estofados velhos, além de óleo de cozinha, papelão, plásticos, vidros e metais.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Limpeza Pública - Limpeza de Lagoas";"Delimitação das lagoas limpas em 2020 e 2021  no município de Fortaleza.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Limpeza Pública - Lixeiras Subterrâneas";"A implantação de lixeiras subterrâneas, estrategicamente distribuídas por Fortaleza, vem potencializando a gestão de resíduos sólidos na Capital. Incorporadas à política de limpeza urbana da Cidade, as estruturas auxiliam a redução estratégica de pontos de descarte irregular de lixo. A iniciativa da Secretaria Municipal de Conservação e Serviços Públicos (SCSP), por meio da Coordenadoria de Limpeza Urbana, tem transformado de forma positiva cenários historicamente críticos.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Limpeza Pública - Pontos de Coleta Domiciliar";"Pontos de coleta de resíduos sólidos domiciliar.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Limpeza Pública - Reciclo - Áreas de Coleta";"O Re-ciclo é uma plataforma gratuita de coleta de recicláveis em Fortaleza. Realizada pela Prefeitura em conjunto com a SOLOS e o iFood, conectamos catadores a você que quer reciclar. Tudo é retirado com triciclos elétricos, com baixa pegada de carbono, e direcionamos para as nossas associações de reciclagem parceiras.";"coleta,reciclagem,reciclo";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"Limpeza Pública - Trechos de Difícil Acesso";"localização e extensão dos trechos de difícil acesso, aos caminhões de coleta de lixo que realizam a limpeza pública em Fortaleza.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Linha de Preamar";"Traçado da Linha de Preamar no município de Fortaleza.";"preamar,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Linhas de Ônibus - 2012";"Este conjunto de dados contém informações sobre as linhas da rede urbana de ônibus do município de Fortaleza no ano de 2012.";"linhas de ônibus,transporte público,ônibus";"7";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Linhas de Ônibus - 2013";"Este conjunto de dados contém informações sobre as linhas da rede urbana de ônibus do município de Fortaleza no ano de 2013.";"linhas de ônibus,transporte público,ônibus";"6";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Linhas de Ônibus - 2014";"Este conjunto de dados contém informações sobre as linhas da rede urbana de ônibus do município de Fortaleza no ano de 2014.";"linhas de ônibus,transporte público,ônibus";"12";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Linhas de Ônibus - Janeiro a Março/2015";"Este conjunto de dados contém informações sobre as linhas da rede urbana de ônibus do município de Fortaleza no ano de 2015.";"linhas de ônibus,transporte público,ônibus";"4";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Linhas de Ônibus - Ref. 03/2015";"Linhas de Ônibus - Referência de março/2015";"linhas de ônibus";"8";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Linhas de Ônibus de Fortaleza";"Este conjunto de dados contém informações sobre as linhas da rede urbana de ônibus do município de Fortaleza.";"transporte público,ônibus";"2";"0";"6";"0"
"Prefeitura Municipal de Fortaleza";"Lista de Medicamentos";"Relação dos medicamentos disponíveis na rede da Secretaria Municipal da Saúde de Fortaleza.";"saúde";"2";"0";"12";"0"
"Prefeitura Municipal de Fortaleza";"Localização Núcleos de Mediação de Conflitos da SESEC";"Para ter acesso a um Núcleo de Mediação de Conflitos da Secretaria Municipal da Segurança Cidadã, basta você procurar um deles instalados nas Centrais de Acolhimento das Secretarias Regionais de Fortaleza, com um documento de identificação com foto e dados (nome e endereço) da outra parte.";"mediação de conflitos";"2";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Localização Pontos de WiFi Público e Gratuito - 2023";"Lista de locais atendidos pelo programa WiFor no ano de 2023.";"serviço,wifi";"5";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Localização das Torres de Salvamento Aquático - ISA/GMF";"Postos de Salvamento da Inspetoria de Salvamento Aquático (ISA) da Guarda Municipal de Fortaleza.";"aquático,salvamento,torres";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Localização das Torres de Segurança da Guarda Municipal de Fortaleza";"Planilha contendo os nome, datas de inauguração e  localização das Células de Proteção Comunitária - GMF";"dados,estatisticas,gmf,proteção,segurança,torres";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Localização das Torres por Microterritórios do PMPU";"Localização das Torres implantadas.";"localização,segurança,torres";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Logradouros";"Localização e informações sobre os logradouros do município.";"logradouros,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Loteamentos";"Loteamentos localizados no município.";"loteamentos,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Cidadania e Direitos Humanos";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Cidadania e Direitos Humanos. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Cidadania e Direitos Humanos,MAPPFOR";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Ciência Tecnologia e Inovação";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Ciência Tecnologia e Inovação. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Ciência Tecnologia e Inovação,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Criança e Adolescente";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Criança e Adolescente. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Criança e Adolescente,MAPPFOR";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Desenvolvimento Econômico";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Desenvolvimento Econômico. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Desenvolvimento Econômico,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Educação";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Educação. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Educação,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Esporte e Lazer";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Esporte e Lazer. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Esporte e Lazer,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Governo e Sociedade";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Governo e Sociedade. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Governo e Sociedade,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Habitação";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Habitação. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Habitação,MAPPFOR";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Juventude";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Juventude. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Juventude,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Mobilidade";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Mobilidade. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Mobilidade,MAPPFOR";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Qualificação Profissional";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Qualificação Profissional. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Qualificação Profissional,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Saúde";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Saúde. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Saúde,MAPPFOR";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Segurança Cidadã";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Segurança Cidadã. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Segurança Cidadã,MAPPFOR";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Ação relevante - Turismo";"Mapa com informações georreferenciadas cadastradas na temática de Ação relevante - Turismo. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"Ação relevante - Turismo,MAPPFOR";"1";"0";"6";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Criança e Adolescente";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Criança e Adolescente. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Criança e Adolescente";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Cultura";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Cultura. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Cultura";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Desenvolvimento Econômico";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Desenvolvimento Econômico. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Desenvolvimento Econômico";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Educação";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Educação. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Educação";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Esporte e Lazer";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Esporte e Lazer. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Esporte e Lazer";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"MAPPFOR - Obra - Governo e Sociedade";"Mapa com informações georreferenciadas cadastradas na temática de Obra - Governo e Sociedade. Dados extraídos do Sistema de Monitoramento de Ações e Projetos Prioritários de Fortaleza (MAPPFOR).";"MAPPFOR,Obra - Governo e Sociedade";"1";"0";"0";"0"
